1.600000	 0.100000	 0.000000	 50.000000	 1334.190240	 99.486339	 42.440602	 147.382628	 195.526259	
1.600000	 0.100000	 0.000000	 55.000000	 1334.190240	 99.486339	 42.440602	 147.382628	 195.526259	
1.600000	 0.100000	 0.000000	 60.000000	 1334.190240	 99.486339	 42.440602	 147.382628	 195.526259	
1.600000	 0.100000	 0.000000	 65.000000	 1334.190240	 99.486339	 42.440602	 147.382628	 195.526259	
1.600000	 0.100000	 0.000000	 70.000000	 1334.190240	 99.486339	 42.440602	 147.382628	 195.526259	
1.600000	 0.100000	 0.000000	 75.000000	 1334.190240	 99.486339	 42.440602	 147.382628	 195.526259	
1.600000	 0.100000	 0.000000	 80.000000	 1334.190240	 99.486339	 42.440602	 147.382628	 195.526259	
1.600000	 0.100000	 0.000000	 85.000000	 1334.190240	 99.486339	 42.440602	 147.382628	 195.526259	
1.600000	 0.100000	 0.000000	 90.000000	 1334.190240	 99.486339	 42.440602	 147.382628	 195.526259	
1.600000	 0.100000	 0.000000	 95.000000	 1334.190240	 99.486339	 42.440602	 147.382628	 195.526259	
1.600000	 0.100000	 0.000000	 100.000000	 1334.190240	 99.486339	 42.440602	 147.382628	 195.526259	
1.600000	 0.100000	 0.000000	 105.000000	 1334.190240	 99.486339	 42.440602	 147.382628	 195.526259	
1.600000	 0.100000	 0.000000	 110.000000	 1334.190240	 99.486339	 42.440602	 147.382628	 195.526259	
1.600000	 0.100000	 0.000000	 115.000000	 1334.190240	 99.486339	 42.440602	 147.382628	 195.526259	
1.600000	 0.100000	 0.000000	 120.000000	 1334.190240	 99.486339	 42.440602	 147.382628	 195.526259	
1.600000	 0.100000	 0.000000	 125.000000	 1334.190240	 99.486339	 42.440602	 147.382628	 195.526259	
1.600000	 0.100000	 0.000000	 130.000000	 1334.190240	 99.486339	 42.440602	 147.382628	 195.526259	
1.600000	 0.100000	 0.000000	 135.000000	 1334.190240	 99.486339	 42.440602	 147.382628	 195.526259	
1.600000	 0.100000	 5.000000	 50.000000	 1599.374392	 114.264676	 49.086353	 161.600963	 207.672571	
1.600000	 0.100000	 5.000000	 55.000000	 1583.914389	 113.403112	 48.698912	 160.772047	 206.964451	
1.600000	 0.100000	 5.000000	 60.000000	 1569.411627	 112.594894	 48.335460	 159.994454	 206.300177	
1.600000	 0.100000	 5.000000	 65.000000	 1556.192703	 111.858222	 48.004182	 159.285698	 205.694706	
1.600000	 0.100000	 5.000000	 70.000000	 1544.552343	 111.209521	 47.712464	 158.661578	 205.161539	
1.600000	 0.100000	 5.000000	 75.000000	 1534.744002	 110.662916	 47.466658	 158.135686	 204.712285	
1.600000	 0.100000	 5.000000	 80.000000	 1526.971743	 110.229779	 47.271878	 157.718962	 204.356290	
1.600000	 0.100000	 5.000000	 85.000000	 1521.383644	 109.918362	 47.131835	 157.419346	 204.100336	
1.600000	 0.100000	 5.000000	 90.000000	 1518.066930	 109.733526	 47.048716	 157.241514	 203.948420	
1.600000	 0.100000	 5.000000	 95.000000	 1517.044978	 109.676574	 47.023105	 157.186720	 203.901611	
1.600000	 0.100000	 5.000000	 100.000000	 1518.276284	 109.745193	 47.053962	 157.252739	 203.958009	
1.600000	 0.100000	 5.000000	 105.000000	 1521.655420	 109.933508	 47.138646	 157.433918	 204.112784	
1.600000	 0.100000	 5.000000	 110.000000	 1527.015953	 110.232243	 47.272986	 157.721333	 204.358315	
1.600000	 0.100000	 5.000000	 115.000000	 1534.135237	 110.628990	 47.451402	 158.103046	 204.684401	
1.600000	 0.100000	 5.000000	 120.000000	 1542.740927	 111.108573	 47.667068	 158.564456	 205.078570	
1.600000	 0.100000	 5.000000	 125.000000	 1552.519021	 111.653493	 47.912116	 159.088726	 205.526440	
1.600000	 0.100000	 5.000000	 130.000000	 1563.123183	 112.244448	 48.177866	 159.657288	 206.012145	
